Nom,Longitude,Latitude
Hôpital intercommunal Ensisheim Neuf-Brisach,7.350013,47.867867
Hôpital Jules Lescarde,2.795654,49.695415
Polyclinique Vauban,3.512807,50.360714
Hôpital Saint-Charles,4.951673,48.498821
Centre hospitalier de Tonneins,0.303386,44.392632
Clinique Maylis,-1.004151,43.702217
Centre hospitalier Camille Claudel,0.120953,45.623375
Hôpital de Sainte-Foy les Lyon,4.792984,45.732410
Centre hospitalier Intercommunal de Mont-de-Marsan-Site de Layné,-0.486161,43.893742
Centre hospitalier de Rambouillet,1.825298,48.651478
Hôpital Femme-Mère-Enfant,4.900743,45.746063
Centre local hospitalier Saint-Joseph,-1.724335,48.409924
Centre Hospitalier d'Hautmont,3.911055,50.257637
Maison de Santé,0.822797,48.320004
Centre Paul Strauss,7.750978,48.576408
Polyclinique du Cotentin,-1.655699,49.636272
Clinique du Renaison,4.052447,46.033424
Hôpital Inconnu,1.611524,46.982491
Clinique Champeau Méditerranée,3.227415,43.345741
Centre hospitalier de Périgueux,0.730032,45.194679
Centre hospitalier des Quatre Villes,2.217859,48.844105
Clinique Pasteur,-1.024501,45.652981
Centre hospitalier du Bassin de Thau,3.670118,43.407288
Clinique du Val-de-Sambre,3.977808,50.293530
Hôpital local de Melle,-0.152992,46.229706
Hôpital privé du Confluent,-1.548103,47.195286
Dr Lacert-Machet & Dr Pau-Montero,2.375436,48.392872
Centre Antoine Lacassagne,7.211935,43.686214
Ancien Centre de Réadaptation Le Muesberg,7.227124,48.197449
Foyer Bernadotte,-0.372403,43.297432
Hôpital Paris Saclay,2.191469,48.717113
Clinique Pech du Soleil,3.248666,43.366623
Les Cariatides d'Abbeville,2.350280,48.878532
Centre hospitalier du Forez,4.048965,45.613098
Centre Hospitalier de Penne d'Agenais,0.819025,44.388256
Centre hospitalier de Senlis,2.575510,49.196983
Hôpital Inconnu,1.281805,45.814690
Centre hospitalier de Saint-Céré,1.887722,44.862686
CHU Louise Michel Hopital Nord,3.091112,45.838554
Centre hospitalier de Calvi-Balagne,8.765543,42.548260
Centre hospitalier Étienne Clementel,3.043685,45.905132
Institut Régional de Médecine Physique et de Réadaptation,6.196245,48.686493
Centre de Post-Cure,2.277201,49.867012
Centre de santé sexuelle de Lannion,-3.464703,48.722008
Centre hospitalier de Plaisir-Site Mansart,1.939781,48.825569
"Centre hospitalier Dinan - Saint-Brieuc,-2.060987,48.448505
Hôpital Simone Veil - Site de psychiatrie,2.268107,49.002026
Polyclinique Montréal,2.329194,43.212952
Centre d'Imagerie Médicale Saint-Jean-Languedoc,1.484799,43.577049
Les Grands Prés,2.795086,48.817127
Centre hospitalier Le Cateau,3.534031,50.104630
Centre hospitalier universitaire de Nice,7.282289,43.724609
Centre psychothérapeutique de jour pour jeunes enfants L'Arc-en-ciel,3.170839,50.686459
Polyclinique de la Thiérache,4.014833,50.028481
Centre d'Accueil Thérapeutique à Temps Partiel Adolescents,6.504877,46.382347
Hôpital Local de Saulieu,4.229636,47.282158
Centre hospitalier de Chatellerault,0.555233,46.831711
Centre hospitalier d'Angoulême,0.119662,45.635372
Hôpital privé du Val d'Yerres,2.495584,48.712357
Hôpital René-Muret,2.508716,48.935112
Clinique Bénigne Joly,5.010355,47.334690
Centre médical Rio Vert,6.000440,44.424023
Institut de Cancérologie de Lorraine,6.144459,48.647324
SMR Les Alpages,5.416422,49.159473
Centre Hospitalier de Bapaume,2.856658,50.102863
Centre hospitalier Émile Roux,3.878579,45.051250
Centre Hospitalier d'Albert,2.654469,49.999763
Centre hospitalier intercommunal des Alpes du Sud,6.073183,44.557201
Clinique mutualiste La Sagesse,-1.712836,48.100487
Hôpital du Scorff,-3.356534,47.753052
Clinique Belledonne,5.760340,45.186417
Pôle de Santé du Plateau,2.232812,48.784351
Hôpital Inconnu,6.337350,43.393539
Onco'Kerné,-4.095927,47.987038
Polyclinique des Alpes du Sud,6.070220,44.568592
Hôpital Saint-Romain de Colbosc,0.363822,49.524681
Centre Hospitalier du Pays d'Avesnes,3.922434,50.114838
Centre Hospitalier George Sand,2.375934,47.078213
Hôpital de Voiron,5.575096,45.374889
Clinique Parassy,6.707298,45.913013
Médipôle Lyon-Villeurbanne,4.907856,45.759693
Clinique La Vernède,2.404061,43.263828
Centre Hospitalier Marescot,0.202431,48.923607
Hôpital Inconnu,5.359409,43.377842
Clinique La Provençale,5.504263,43.300049
Centre d'Oncologie et de Radiothérapie du Pays Basque,-1.454583,43.503105
Clinique psychiatrique,3.425052,50.447903
Centre Hospitalier Avranches - Granville,-1.570088,48.828491
Centre Hospitalier de Falaise,-0.204553,48.890560
Hôpital Nord Franche-Comté Site du Mittan,6.786461,47.525455
Hôpital Arthur Gardiner,-2.066249,48.632103
Clinique La Mare Ô Dans,1.173454,49.297764
Centre de Perharidy,-4.006010,48.723335
Centre hospitalier de Bagnols-sur-Cèze,4.616577,44.158863
Hôpital Privé de Marne La Vallée,2.538760,48.839169
Clinique FSEF Bouffémont,2.296500,49.047432
Centre gériatrique de Champmaillot,5.056836,47.318897
Groupe de radiothérapie et d'oncologie des Pyrénées,-0.363750,43.304096
Centre hospitalier Bugey Sud,5.679457,45.748501
Centre hospitalier de Grasse - Site Clavary,6.930397,43.620037
Polyclinique Keraudren,-4.475605,48.430382
USLD Malatray,3.182392,50.743710
Hôpital local de Clermont-l'Hérault,3.437292,43.629177
Institue univers de réadaptation Clémenceau,7.723074,48.537033
Centre hospitalier Yves Touraine,5.664594,45.538792
CLUB DE SAUVETAGE CÔTIER DE L'HORIZON - LEGE-CAP FERRET,-1.249669,44.715420
Polyclinique mantaise,1.717062,48.983788
Clinique Eugénie,2.985864,49.347538
Institut de la main,-1.612681,47.223793
Centre Hospitalier Spécialisé du Jura,5.459337,47.069870
Polyclinique de Riaumont,2.783777,50.416405
Centre hospitalier Centre Bretagne,-2.754138,48.179054
Centre hospitalier de Néris-Les-Bains,2.661701,46.285454
Hôpital Psychiatrique du Pré Poitiers,3.119924,46.982841
Centre Hospitalier Départemental - Site de Luçon,-1.172208,46.450645
Clinique Jean Paoli,4.635256,43.671803
Centre hospitalier Robert Bisson,0.232267,49.144947
Centre de Gérontologie de Serre Cavalier,4.377404,43.849087
Clinique du Manoir du Berry,2.004816,46.485477
Clinique Saint-Léonard,-0.512909,47.455578
Clinique du Méridien,6.988288,43.549736
Hôpital Xavier Arnozan,-0.657251,44.797523
Hôpital Inconnu,0.202702,49.383556
57-JDV-RDC-ACCUEIL,-1.205570,48.125679
Centre Hospitalier Spécialisé de Lorquin,7.002960,48.673721
Hôpital de jour Pierre Thalbot,-3.260480,47.811882
Centre Hospitalier Intercommunal Lucie et Raymond Aubrac,2.452600,48.722275
Hôpital André Breton - CH Haute Marne,4.956717,48.634670
Centre Hospitalier Théophile Roussel,2.135031,48.926689
Centre hospitalier de Clermont de l'Oise,2.411892,49.378658
Centre hospitalier de Florac,3.597646,44.325447
Hôpital privé d'Antony,2.302442,48.756470
Hôpital de Sainte-Maure,0.612089,47.106255
Centre hospitalier de Digne-les-Bains,6.173341,44.071716
Centre hospitalier Louis Jaillon,5.866750,46.385281
Hôpital départemental Dufresne Sommeiller,6.411015,46.134171
Centre hospitalier de Haute-Corrèze,2.312132,45.543068
Centre Hospitalier de Thiers,3.519509,45.856358
Clinique de Montberon,1.484514,43.718910
Clinique du Grand Pré,3.042708,45.798954
Nouvel Hôpital Saint-Jacques des Andelys,1.414010,49.253296
Centre hospitalier de Murat,2.873089,45.110718
Centre Médico Psycho Pédagogique C.M.P.P,2.798528,49.405262
Hôpital Psychiatrique Marius Lacroix,-1.136129,46.174614
Centre hospitalier Sainte-Marie,2.535716,44.351410
Centre Hospitalier d'Auch,0.575970,43.631268
Clinique du Val d'Estreilles,6.924342,43.593967
Unité Médico-Psychologique pour Jeunes Enfants (UMPJE),2.555947,44.344719
Centre de Soins et d'Accompagnement et de Prévention en Addictologie,3.045237,50.619274
Hôpital Antoine Béclère,2.255396,48.788662
Centre Hospitalier Paul Nappez Morteau,6.602777,47.060699
Clinique Francheville,0.717509,45.181347
Centre Hospitalier de Sartène,8.935535,41.606354
Centre de Réhabilitation Thérapeutique (CRT) Dinan,-2.058067,48.446236
Hôpital Taillegrain - Centre de gérontologie des Prés Fichaux,2.397194,47.093021
Clinique mutualiste Bonneveine,5.382662,43.250008
APS contact,3.294802,48.558723
Centre hospitalier de Pont-de-Vaux,4.944094,46.435001
Clinique Sainte-Barbe,2.157940,44.053104
Georges Mazurelle,-1.429884,46.646603
Clinique Pasteur,6.217420,48.702290
Centre hospitalier de Plaisir-Site Marc Laurent,1.947228,48.823803
Centre hospitalier de Carhaix,-3.579642,48.273037
Centre médical pédagogique,2.559574,48.676949
Centre hospitalier intercommunal Robert Ballanger,2.524695,48.954266
Polyclinique Bordeaux Nord Aquitaine,-0.578842,44.863560
Centre Hospitalier de Château du Loir,0.419870,47.691216
Clinique Château Caradoc,-1.461330,43.501514
Centre d'accueil et de crise (CAC),-0.463116,46.318600
Centre hospitalier de Bligny,2.148558,48.625198
Hôpital Inconnu,1.818279,48.989136
Centre hospitalier de la Milétrie,0.385196,46.557274
Hôpital Inconnu,1.734182,43.411724
Centre hospitalier de Fontainebleau,2.697464,48.411144
Centre Hospitalier de Vervins,3.902786,49.832314
Centre hospitalier Francis Vals,3.043864,43.006638
Polyclinique,0.258136,49.145939
Clinique du Mont-Valérien,2.199678,48.875996
Aura,2.310730,48.829468
Centre hospitalier intercommunal Lys Hyrôme,-0.541794,47.145462
Maison de Santé Pluridisciplinaire de la Charme,6.660879,47.926353
Le Clos d'Alban,0.912311,47.260715
Centre de Rééducation Fonctionnelle de la Hève,0.086884,49.519794
Colisée Clinique Avicenne,-0.246243,44.946442
Hôpital Raymond Poincaré,2.169420,48.839478
Site de Psychiatrie Henri Laborit,1.537070,45.172054
Service psychothérapique pour enfants et adolescents,7.716955,48.564861
Clinique d’Aufréry,1.527793,43.611271
Hôpital de Jour Le Petit Prince,2.393206,51.042313
Hôpital de l'Arbresle,4.616614,45.840820
Hôpital Inconnu,-1.498085,47.963409
Hôpital de Jour,2.197783,48.889069
Accueil Centre Hospitalier,2.495690,46.725536
Centre hospitalier Montperrin,5.440328,43.521263
Centre Hospitalier de Chatillon-sur-Indre,1.164247,46.988056
ITEP Suzanne Léger,0.985681,46.242985
Centre hospitalier Esquirol,1.245990,45.816605
Clinique Sainte-Marie,2.076015,49.074085
Centre Hospitalier Fernand Léger,-0.017548,48.746967
Centre hospitalier d'Étampes,2.149527,48.421452
Établissement de Santé Mentale Portes de l’Isère,5.154090,45.612026
Centre hospitalier de la Candélie,0.661105,44.239231
Le Roseau Vert,3.665805,50.377308
Hôpital Inconnu,4.831497,45.862259
Hôpital Paule de Viguier,1.402970,43.608532
Maison médicale,5.562273,45.323368
Hôpital Inconnu,6.718336,44.490040
Hôpital Inconnu,1.882104,47.938763
Hôpital Charles Foix,2.395820,48.805740
Clinique Saint-Martin,5.874339,43.136086
Centre Hospitalier Francis Robert,-1.171942,47.374149
Hôpital Vaugirard - Gabriel Pallez,2.294055,48.834450
Hôpital Inconnu,5.590027,45.534523
Institut hospitalier franco-britannique - Site Kléber,2.279382,48.891598
Clinique Axium,5.435365,43.534611
La Maison Basque,-1.402831,43.360989
Centre hospitalier de la Haute Côte-d'Or,4.538729,47.396568
CH de Grasse - Site du Petit Paris,6.915401,43.649338
Centre Hospitalier Émile Durkheim,6.454027,48.179401
Clinique Plein Soleil,3.913217,43.600975
Le Cèdre vert,3.004231,50.763786
Centre de Réadaptation Fonctionnelle André Lalande,1.561086,46.236240
Clinique du Golfe,-2.729426,47.645954
SMUR Cherbourg,-1.614106,49.637466
Hôpital Saint-Julien,1.056841,49.419838
Clinique Saint-Martin,-0.629706,44.789551
Hopital Communal de Puteaux,2.241584,48.878353
Hôpital Inconnu,0.077401,47.010632
Centre Bourgès,3.911266,43.624748
Hôpital de jour La Planquette,1.683060,43.772217
Hôpital Le Pratel,-2.979067,47.669323
Centre Hospitalier Le Quesnoy,3.627237,50.251755
Fondation ophtalmologique Adolphe de Rothschild,2.377636,48.878273
Hopital de Beaumont-sur-Oise,2.290934,49.144791
Polyclinique Saint-Côme,2.808601,49.404205
Centre de Soins Grand Est,6.160890,49.366413
Centre Sport Santé,-0.591374,44.793621
Centre Hospitalier Saint-Louis,6.143146,47.107094
Hôpital Prosper Chubert,-2.745661,47.664616
Centre de Soins et de Réadaptation Les Tilleroyes,5.962045,47.234604
Clinique de la Gaillardière,2.113620,47.226814
Polyclinique Saint-Roch,3.861668,43.582813
Centre hospitalier Pierre Gallice,3.492356,45.095989
Clinique Toutes Aures,5.781292,43.824215
Centre Hospitalier de Chauny,3.234461,49.624973
Hopital de Pédiatrie et de Rééducation de Bullion,2.011313,48.632900
Centre médico-psychologique Lucien Clarac,1.144277,42.982948
Hôpital Inconnu,4.323130,43.716068
Clinique Les Oliviers,2.753547,43.190216
Clinique du Landy,2.334884,48.916965
Centre hospitalier de Saint-Jean-de-Maurienne,6.341444,45.278389
Centre de santé Vieux Temple,5.733078,45.192772
Centre hospitaier de Saint-Tropez,6.571420,43.248760
Le Normandy,-1.597487,48.839512
Hôpital La Colombière,3.857573,43.626205
Le repère,0.122232,49.500854
Clinique Bethanie,-0.599459,44.805458
Maison de santé pluridisciplinaire d'Auxi-le-Château,2.117679,50.228561
SOS Médecin,2.586470,48.879974
Hôpital de Villiers-Saint-Denis,3.263593,48.997993
Hôpital Privé des Peupliers,2.352104,48.823303
Hôpital de Jour,0.161334,44.504745
Maison de Santé St Jean,6.452106,48.169098
Centre de Gérontologie et d'Accueil Spécialisé Philippe Dugué,2.035659,48.707729
Établissement public de santé de Garazi - Site Luro,-1.232651,43.169643
pole médical,1.999809,49.495125
Clinique Notre-Dame,-0.896976,48.840752
Institut Médico-Educatif,4.341865,43.835567
Hôpital privé Paul d'Égine,2.516824,48.811359
Clinique du Parc,-1.561505,47.227131
Centre hospitalier de Compiègne,2.789635,49.385666
Soins de Suite et de Réadaptation - Résidences Curie et Rostand,2.879469,50.687115
Centre hospitalier de Tréguier,-3.234542,48.780605
Pôle de Gérontologie - Centre hospitalier d'Arpajon,2.237683,48.583267
Centre Médico-Chirurgical de l'Europe,2.106786,48.880646
Hôpital local Serrières,4.763587,45.319420
Clinique du Mas de Rochet,3.907764,43.626778
Hôpital privé Dijon Bourgogne,5.052198,47.362206
Centre Hopitalier Spécialisé Pierre Lôo,3.019730,47.173225
Hôpital privé La Casamance,5.531128,43.275780
Hôpital Bicêtre,2.354067,48.810165
Hôpital de jour Addictologie,-2.055694,48.447422
Hôpital Inconnu,1.132161,42.999989
Clinique Le Clos Montaigne,4.235233,45.646629
EPSM de l'Agglomération Lilloise Lommelet,3.047259,50.668911
Centre hospitalier intercommunal,2.370674,43.495327
Hôpital Henri Mondor,2.453045,48.796551
La Fontaine Salée,0.955249,43.102360
Clinique Cave,1.363115,44.011787
Hôpital Inconnu,7.410291,43.729980
Clinique d'Amade,-1.477451,43.504116
Centre Médico-Psychologique de Graville,0.150861,49.501865
Clinique de la Pinède,2.846920,42.723480
Hôpital Privé d'Athis-Mons,2.376615,48.700012
Clinique Saint-Martin-de-Seignanx,-1.421148,43.551334
Polyclinique Deauville,0.068977,49.353886
Centre Hospitalier Spécialisé du Jura,5.778943,46.902065
Centre médico-psychologique - Unité pour soins intensifs psychiatriques - Hôpital de jour Maxéville,6.161016,48.713234
Centre de santé Saint Jacques,2.308847,48.840660
Hôpital Forcilles,2.615483,48.723476
Centre Jean Jaurès,2.162450,48.942158
Centre hospitalier intercommunal Fréjus Saint-Raphaël,6.751535,43.439068
Clinique de Chartreuse,5.588060,45.363483
Centre hospitalier de Vaison-la-Romaine,5.075148,44.239613
Hopital,4.665899,45.241882
Maison Médicale de La Noue,2.060597,47.210514
Centre de Soins de Suite et de Réadaptation Notre Dame – Bretenoux,1.840522,44.916054
Centre hospitalier de Verneuil d'Avre et d'Iton,0.920793,48.741169
Établissement public de santé mentale de l'Aisne,3.409750,49.546227
Pôle Santé Sarthe et Loir,-0.206860,47.774040
Service Henri Garnier,-3.251339,48.240868
Hôpital Cognacq-Jay,2.292886,48.837624
27-JDV-1er Le Plessis côté VAL,-1.205430,48.125923
Clinique des Augustines,-2.385357,47.812794
Service de Santé des Etudiants,2.267067,49.878086
Groupe hospitalier de la Timone,5.403675,43.289661
SSR Betharram,-0.326192,49.192577
Centre hospitalier spécialisé La Nouvelle forge,2.596702,49.202911
Hôpital Inconnu,0.711700,43.113026
Centre hospitalier d'Albertville-Moûtiers,6.534861,45.483562
Hopital de Dieulefit,5.064915,44.526932
Centre de jour Léonard de Vinci,2.230961,48.846062
Établissement Hospitalier Sainte-Marie,2.537589,48.962177
Polyclinique de l'Atlantique,-1.610785,47.226875
Centre hospitalier Michel Mazéas,-4.316461,48.084148
Centre de consultation,6.322613,46.060719
Centre hospitalier de Saint-Quentin,3.268856,49.860523
Hôpital Jean Rebeyrol 2,1.231472,45.813488
Centre hospitalier de Champagnole,5.910633,46.737225
Centre hospitalier de Lesneven,-4.319177,48.570679
Centre hospitalier Valvert,5.572149,43.296871
Hôpital Saint-James,-1.328703,48.525219
Ferme thérapeutique,-0.379558,49.100349
Centre hospitalier d'Autun - Site Latouche,4.301693,46.952068
Hôpital local Saint-Louis,1.840222,42.719578
Centre de psychothérapie - CH de Saint-Quentin,3.264181,49.857513
Centre hospitalier intercommunal du Pays de Cognac,-0.297704,45.684971
Centre Hospitalier de Chagny,4.750367,46.910336
Hôpital privé du Vert-Galant,2.572410,48.940735
HIA Sainte-Anne - Site L'Oratoire,5.893020,43.146729
Centre de Soins et de Réadaptation,-4.559468,48.423279
60-JDV-Place Publique,-1.205452,48.125881
Pôle Gériatrique Chantemerle,0.914367,45.894196
Hôpital privé de Thiais,2.370395,48.768799
Centre hospitalier intercommunal de Morestel,5.462660,45.679089
Polyclinique de Maisons-Laffitte,2.152302,48.950321
Clinique Stella,4.101116,43.717381
Centre Hospitalier de Laval,-0.783305,48.063873
CMP-HDJ CHS Blain,-1.379384,47.721348
Hôpital Maison Blanche,2.350365,48.872631
Clinique Saint-Joseph,-0.513571,47.456047
Maison de Santé de la Charme,6.661205,47.926609
Centre hospitalier du Mans,0.177034,48.015202
Centre Régional de Réadaptation Fonctionnelle Clémenceau,7.754383,48.592754
Hopital local de Malestroit,-2.384259,47.807442
Hôpital de Bois-Guillaume,1.118077,49.464733
Clinique La Pergola,3.230755,43.351013
CRP Saint-Brieuc - Fondation St Jean de Dieu,-2.769058,48.517029
Pôle de santé des Toriolets,6.092123,45.917488
Centre hospitalier de Thouars,-0.181862,46.972565
Institut de cancérologie de l'ouest,-1.637710,47.237488
Hôpital Lariboisière,2.353175,48.882946
Hôpital,5.775746,46.899609
Centre hospitalier de Crozon,-4.486609,48.245712
Espace Wu Wei - Ethnomédecine chinoise,-1.431357,47.442657
Clinique Saint-Nabor,6.722516,49.121792
Centre hospitalier Charcot,-3.317596,47.830402
Hôpital privé de Marne-Chantereine,2.630057,48.885601
Centre Hélène Chaigneau,0.215554,47.995037
Hôpital de la Croix-Rouge,1.111243,49.476803
Hôpital Dupuytren 2,1.236509,45.813751
Centre hospitalier de Saint-Méen le Grand,-2.202446,48.185768
Clinique Sainte-Barbe,7.735351,48.581985
Clinique des Franciscaines,2.140125,48.793800
Centre Hospitalier Spécialisé - ISTMA,-1.096364,49.109043
Institut hospitalier franco-britannique - Site Barbès,2.280660,48.890266
Centre hospitalier de Meaux,2.886603,48.967381
Hôtel-Dieu,4.660434,46.430363
Clinique Trenel,4.861996,45.519482
Hôpital Ambroise Paré,2.235295,48.848911
Clinique Saint-Clément,3.832108,43.708347
Polyclinique du Parc,5.507480,47.097111
Hôpital Inconnu,6.666745,45.201180
Clinique Pasteur,1.416005,43.594582
Clinique Saint-Orens,1.540502,43.543087
Polyclinique Saint-François,7.281265,43.722466
Clinique Belle Rive,4.794019,43.956253
Clinique des Côtes du Rhône,4.812395,45.370815
Hôpital Corentin Celton,2.278457,48.828186
Centre hospitalier Ain Val de Saône,4.890325,46.263729
Clinique Saint-Exupéry,1.483966,43.576469
Polyclinique du Val de Lys,3.147918,50.724541
Centre médical de l'Argentière,4.456151,45.689064
Institut Calot,1.563949,50.416180
Centre hospitalier de Cholet,-0.896517,47.041611
Clinique Les Flots,-0.574637,44.806232
Centre Hospitalier Universitaire Côte de Nacre,-0.355319,49.205856
Hôpital de jour Léopold Bellan,2.360171,48.880470
Maison de santé de Fontenay-Trésigny,2.880522,48.703281
Hôpital de jour de psychothérapie pour adultes,0.248030,47.172211
Polyclinique Lyon-Nord Rillieux,4.887050,45.821144
28-JDV-1er Le Plessis,-1.205454,48.125813
Hôpital Charles Perrens,-0.602307,44.824451
Centre Descartes,-0.471712,46.316597
Centre hospitalier Saint-Jean-de-Dieu,4.851558,45.722698
Hôpital Émile Roux,2.485576,48.748753
Centre Hospitalier d'Hazebrouck,2.538910,50.728546
Centre hospitalier de Rives,5.499626,45.353638
"Centre de jour ""Les 4 Chemins""",3.054709,50.623112
Centre Médical de Lanmary,0.814895,45.240826
Clinique Paul Picquet,3.294825,48.207207
Polyclinique Saint-Jean,7.137078,43.660656
Clinique Saint-Didier,-0.587873,47.485199
Centre médico-psychologique adultes de l'hôpital de jour,4.862778,44.935791
Hôpital Européen de Paris,2.389188,48.905472
Maison de Santé de Bellevue,2.224458,48.820099
Centre hospitalier d'Abbeville,1.831601,50.102428
Maison thérapeutique,0.541337,49.515606
Institut Médico-Educatif de Boutancourt,4.766494,49.684799
Centre hospitalier du Haut Anjou. Site de Segré,-0.866321,47.678013
Centre Hospitalier de Ham,3.085455,49.741814
Marie-France GAULON | Les Trois Corps | Thérapies complémentaires,4.139346,48.302387
Hôpital Inconnu,4.525159,48.393303
Maison Saint-Luc - Fondation ILDYS,-3.991645,48.721443
Foyer de Vie et de Progres Odette Versey,5.405927,47.191570
Clinique des Ormeaux,0.136412,49.487453
Hôpital gériatrique Frédéric Dugoujon,4.838657,45.786461
Polyclinique du Val de Loire,3.148809,46.995502
Hôpital d'instruction des armées Legouest,6.190117,49.113110
Clinique d’Osny,2.074509,49.075027
Centre Hospitalier Sainte-Catherine,7.349294,48.746078
Centre médico-chirurgical,2.426858,44.909149
Hôpital Pasteur,-1.613118,49.637249
Centre hospitalier de Châteaudun,1.357321,48.074429
Clinique du Palais,6.929776,43.657848
Hôpital Bel-Air,6.149343,49.373085
Centre Hospitalier de Saint-Aignan,1.347987,47.260944
Hôpitaux Drôme-Nord - Site de Romans,5.019586,45.041553
Grand Hôpital de l'Est Francilien - Site de Marne-la-Vallée,2.772278,48.848591
Hôpital privé de la Baie,-1.349110,48.677723
Centre Hospitalier Départemental - La-Roche-sur-Yon,-1.413319,46.668468
Clinique La Majolane,5.000088,45.770508
Hôpital Inconnu,5.233920,46.200695
Centre Hospitalier du Pays d’Eygurande,2.513369,45.640240
Centre hospitalier de Hyères,6.112514,43.118992
Hôpital Claude Huriez,3.034750,50.610527
Centre Hospitalier de Pompey-Lay-Saint-Christophe,6.119444,48.764954
Centre Hospitalier Georges Daumézon,-1.578815,47.179665
Centre hospitalier de l'Estran,-1.517485,48.550823
Clinique Sainte-Anne,7.787874,48.614876
Hélène Gentils,-4.102368,47.980675
Clinique Saint-Jean l'Ermitage,2.640850,48.556850
Maternité,-1.611975,49.637798
Établissement de santé mentale Portes de l'Isère,5.248173,45.598309
Hôpital Fernand Lafont,4.421445,44.904186
Hôpital C.J. Ruivet,5.194033,45.906372
Hôpital Inconnu,4.811825,45.370571
Hôpital Delafontaine,2.375043,48.935368
Centre médico-psychologique Charles Perrault pour enfants et adolescents,1.063031,49.398052
Clinique du Château de Florans,5.311398,43.716694
Centre hospitalier,4.466921,45.740490
Centre hospitalier de Valréas,4.991392,44.382885
Clinique mutualiste de la Porte de l'Orient,-3.385643,47.751930
Centre hospitalier Pierre Dezarnaulds,2.634827,47.690300
Centre hospitalier de Saint-Pierre d'Albigny,6.153990,45.568287
Clinique Psychiatrique Notre-Dame,4.886023,45.757477
Hôpital Lozère,3.490755,44.522434
Hôpital privé Clairval,5.427733,43.248329
Centre Hospitalier d'Argonne,4.908099,49.092724
Clinique Sainte-Isabelle,1.860801,50.098602
Cabinet Médical,-1.812322,48.410904
Centre hospitalier des Cevennes ardechoises,4.123497,44.589619
Centre hospitalier de Castelnaudary,1.962065,43.316040
G.I.E SCANNER DU VERMANDOIS Centre de scanographie,3.310137,49.859810
Hôpitaux de Lannemezan,0.413457,43.116116
Clinique de Montargis,2.732613,48.004299
Hôpital Casanova,2.361245,48.930660
Maison de convalescence Fernande Berger,5.425107,43.332268
Centre hospitalier de Tourcoing,3.181197,50.745636
Hôpital Sainte-Anne,5.539796,48.889656
Le Normandy II,-1.571075,48.827953
Centre hospitalier de Creil,2.460430,49.247471
Centre hospitalier de Rodez,2.551496,44.360199
Hôpital Inconnu,1.649168,50.513363
Centre Hospitalier Alfred Brard;MAS Les Bruyères,-3.200242,48.072704
Centre hospitalier de Lézignan-Corbières,2.759512,43.194664
Hôpital de jour Daumezon,2.481451,48.837692
Clinique du Millénaire,3.913690,43.601852
Clinique Rech,3.863981,43.619984
L'Hôpital Suisse de Paris,2.277027,48.823830
Antenne de périnatalité,6.642622,45.935104
Centre Hospitalier de Bar-le-Duc,5.165969,48.785805
Centre hospitalier spécialisé des Pyrénées,-0.337336,43.302189
CMP Enfants Vetraz Monthoux,6.250885,46.180698
Centre hospitalier d'Elbeuf,1.042493,49.305649
Centre hospitalier Bertinot Juel,1.889455,49.269218
Hôpital Saint-Camille,2.526559,48.833282
Hôpital Inconnu,4.980366,45.767796
Clinique de la Victoire,3.156682,50.716511
CMPA / CATTPA de Cluse,6.581461,46.068394
Centre Hospitalier d'Excideuil,1.051356,45.336449
Clinique du Louvre,2.341129,48.859207
Centre hospitalier de Vire,-0.884103,48.835670
Centre hospitalier d'Armentières,2.867875,50.684608
Clinique Saint-Jean,-1.068746,49.115055
Hôpital Flaubert,0.113085,49.499599
Hôpital local sud-ouest mayennais - Site de Renazé,-1.065721,47.794464
Clinique de Soins de Suite de Bois-Guillaume,1.115759,49.464485
Centre Winnicott,-4.458392,48.400658
Clinique de Bazincourt,1.947854,48.971718
Centre médico-psychologique pour enfants,0.713768,44.413555
Centre de Soins,3.346670,50.341354
Hôpital Inconnu,-1.608861,48.262466
Centre de Médecine Physique et de Réadaptation de Bagnoles de l’Orne,-0.425134,48.554520
Clinique des Cévennes,4.669441,45.260925
Hôpital Maritime de Zuydcoote,2.479422,51.067593
Hôpital de jour Le Pont du Cens,-1.575870,47.245819
IRM 1.5,-0.555385,47.480503
Clinique de la Côte d'Opale,1.643639,50.724350
Centre de Rééducation Fonctionnelle Léopold Bellan,1.883276,49.259377
Centre hospitalier de Brive-la-Gaillarde,1.533491,45.169003
CMS et PMI Bauer,2.346394,48.903969
Centre Hospitalier d'Auch - La Ribère,0.584136,43.627209
Centre hospitalier spécialisé de Cadillac,-0.315730,44.634933
Hôpital Jean-Baptiste Cartry,1.975816,49.147392
Centre hospitalier Gabriel Deplante,5.936785,45.864590
Les Ancolies,6.301323,45.634037
Centre de Réadaptation Fonctionnelle,7.642086,48.950146
Centre Hospitalier de Rouffach,7.288271,47.950821
Hôpital Saint-Thomas de Villeneuve,-1.682572,47.839985
Clinique Canal de L'ourcq,2.387815,48.885654
Hôpital Sud,-1.653083,48.083069
Clinique République,0.106430,43.227848
Centre hospitalier,5.550438,46.676830
Centre hospitalier de Dax-Côte d'Argent,-1.039939,43.711750
Hopital d'Auxonne,5.385250,47.192066
REHAB Basel,7.559482,47.572182
Centre Hospitalier Sud Francilien,2.457015,48.620098
Hopital de jour pour adultes de Sallanches,6.634088,45.940735
