Nom,Longitude,Latitude
Clinique du Docteur Guillard,-1.440814,49.046597
Hôpital Inconnu,4.057728,48.285156
Hôpital Richaud,2.135378,48.808174
Institut Arnault Tzanck,7.186203,43.661034
Hopital de Jour Catalpa,6.026611,47.263447
Hôpital de jour psy infanto-juvénile La Vergnière l'Herm,1.672273,42.977566
CMP Maria Estrella,-2.745028,48.495892
Centre de Gérontologie Clinique Rainier III,7.409454,43.729767
Centre hospitalier de Moulins-Yzeure,3.326168,46.571045
Hdj Boissière Noisy Le Sec,2.452136,48.878601
Hôpital Léon Schwartzenberg,3.627175,50.251816
Cabinet Psychologique,4.619670,44.154533
Clinique Sainte-Odile,7.792571,48.818825
Centre hospitalier de Montluçon,2.609852,46.342037
Clinique Bizet,2.296919,48.867550
Centre de protonthérapie,2.176090,48.697609
Polyclinique Bordeaux-Caudéran Les Pins Francs,-0.624462,44.859680
Clinique Saint-Amé,3.058172,50.358696
Centre hospitalier de Dreux,1.385069,48.727043
Hôpital d'Evron,-0.409290,48.157581
Centre hospitalier Esquirol,1.240528,45.816887
Maison Médicale,6.073098,45.091824
Centre psychothérapique du Parc,7.335315,48.086891
Centre hospitalier d'Arras,2.757464,50.295975
Centre hospitalier Eure-Seine,1.487866,49.090572
Polyclinique Les Bleuets,4.016668,49.249947
Centre Hospitalier de Gimont,0.880347,43.624466
Centre hospitalier Sainte-Marie,3.903486,45.053215
Hôpital Inconnu,4.908503,46.559967
Clinique Villette,2.394388,51.033344
Centre hospitalier de Montdidier,2.574352,49.648769
Centre hospitalier de Brioude,3.382605,45.296963
Centre hospitalier de Revel,2.004169,43.455666
Centre hospitalier de Pontarlier,6.359539,46.900822
Hôpital de Saint-Sever,-0.571313,43.757347
Hôpital Michel Fontan,3.028222,50.610550
Polyclinique La Pergola,3.412089,46.150188
Centre Hospitalier de Eu,1.422143,50.050373
Hôpital Marin de Hendaye,-1.759620,43.375381
Hôpital Maison-Blanche,2.380497,48.874268
Hôpital Robert-Schuman,6.243511,49.123863
Clinique de l'Isle,2.459267,48.713158
Centre hospitalier de Villefranche-de-Rouergue - Site de la Chartreuse,2.033273,44.343460
Centre Catalan d'Imagerie,2.863899,42.695427
Centre Hospitalier de Toul - Saint-Charles,5.887461,48.676216
Hôpital Saint-Jacques,3.292772,44.564651
Hôpital Henri Gastaut,5.413212,43.261055
Clinique des Hauts-de-France - emeis,3.957715,50.248142
Unité de Santé Affective et Sexuelle,6.116976,45.933544
Hôpital Renée Sabran,6.137079,43.035782
Hôpital intercommunal du Pays de Retz,-2.064706,47.111214
Centre de Rééducation Fonctionnelle,0.595688,42.784973
Centre Hospitalier Spécialisé la Chartreuse,5.016408,47.320576
Clinique Notre-Dame,6.155873,49.357025
Clinique du Château,2.197062,48.843636
Centre Hospitalier de Valenciennes,3.501051,50.360291
Hôpital Pierre Swynghedauw,3.030889,50.610146
Clinique Château du Tremblay,3.078549,47.100266
Centre de Rééducation Fonctionnelle Neurologique Bel-Air,0.645396,47.437878
Hôpital Morvan,-4.487750,48.395206
Centre hospitalier spécialisé de Fains-Véel,5.130448,48.789822
Hôpital Saint-Jacques,6.020974,47.235359
Clinique d'Orgemont,2.268261,48.954823
Centre hospitalier de Carcassonne,2.395324,43.220379
Centre de Réadaptation,6.148102,44.058849
Clinique du Sport,2.357854,48.839039
Hôpital de jour pour Patients Alcooliques,2.996778,43.185974
Centre Hospitalier William Morey,4.840724,46.777050
Centre hospitalier de Melun,2.643166,48.557732
Pôle Infanto Juvénile Nord,5.464948,47.072845
Hôpital Saint-Roch,5.920648,43.129147
Centre hospitalier régional universitaire Jean Minjoz,5.961915,47.225193
SHG Kliniken Sonnenberg,7.011035,49.200985
Hôpital Inconnu,1.919244,47.906216
Hôpital de jour adultes,5.584579,48.764114
Centre hospitalier d'Ambert,3.741225,45.552876
Clinique Médicale Les Jardins de Brunoy,2.511172,48.701515
Hôpital de Jour,3.156709,50.715736
Hôpital de jour Les Mosaïques,3.043834,50.620125
Hôpital privé Saint-François,2.619115,46.344547
Centre hospitalier de Sainte-Foy-la-Grande,0.222809,44.841846
Hôpital de jour Le Bellagio CHS Sainte-Marie,7.259567,43.715923
Clinique du Mousseau,2.449827,48.630341
USLD Cassiopée,-2.272040,47.262012
Centre hospitalier Louis Brunet,5.470394,43.334969
Centre de santé mentale d'Évrecy,-0.504891,49.101871
Centre Hospitalier Site Rabelais,-0.816065,46.468697
Centre hospitalier Lucien Hussel,4.880355,45.533390
Hôpital Paul Brousse,2.361570,48.796749
Centre Hospitalier Intercommunal des Andaines - Site de la Ferté-Macé,-0.349192,48.597595
Hôpital de Jour Baudin,1.247379,45.819077
Les Maisons Hospitalières,6.183748,48.685833
Centre hospitalier de Pertuis,5.499342,43.694157
Centre Hospitalier Côte de Lumière,-1.751345,46.514977
CHU d'Angers,-0.556669,47.482941
Hôpital Sainte-Croix,6.358034,47.352509
Centre de soins de Bodio,-2.119820,47.434044
Clinique Mirabeau,2.287644,48.992657
Hôpital Inconnu,6.457488,46.360710
Centre hospitalier de Saint-Affrique,2.875561,43.958309
Centre de Réadaptation et de Rééducation Fonctionnelles Le Bourbonnais,3.766169,46.616673
Centre hospitalier de Sens,3.298576,48.192905
Centre Médico Psychologique des Prés,6.223516,48.702065
La Tourmaline UGECAM,-1.633935,47.220432
Clinique du Grand Large,-4.491874,48.419834
Clinique Via Domitia,2.965847,43.159592
Hôpital Saint-Loup,3.483153,43.298393
Centre de jour-CMP-CATTP,3.532918,50.392414
Universitäre Psychiatrische Kliniken Basel,7.565106,47.571346
Centre hospitalier d'Hauteville - Unité Albarine,5.610613,45.983429
Clinique Kennedy,4.731831,44.557140
Hôpital Inconnu,6.190323,49.105106
Centre hospitalier Annecy-Genevois,6.117460,45.932480
Hôpital Sainte-Périne,2.268647,48.845421
Clinique du Ter,-3.398403,47.735722
Centre hospitalier Lyon-Sud (Sainte-Eugénie),4.799385,45.704338
Hôpital Pitié-Salpêtrière,2.365094,48.837368
Clinique Princess,-0.348720,43.323772
Clinique du Pré,0.163617,48.018990
Hôpital Nord,4.362152,45.481461
Centre d'Imagerie De La Plaine Orientale,9.401382,41.991409
Centre Hospitalier Nozay,-1.625707,47.561718
PEJ Point Ecoute Jeune,6.582090,46.061222
Centre hospitalier de Troyes,4.069588,48.278339
Clinique des Tournelles,2.336365,48.778141
Polyclinique de l'Adour,-0.242541,43.713104
Centre Cardiologique du Nord,2.347041,48.941082
Centre Médico Psychologique,7.026490,43.557076
Centre des Carmes,6.147572,44.058765
51-MSG-RDC-NORD,-1.206164,48.125351
Centre Hospitalier La Tour Blanche,1.995393,46.958061
Centre hospitalier de Montgelas,4.765273,45.600548
Clinique Mathilde,1.096539,49.428455
Hôpital Inconnu,2.027249,50.366394
Centre hospitalier de la Région de Saint-Omer,2.252801,50.702724
Institut de Cancérologie Jean Godinot,4.022357,49.227089
Hôpital de Oissel,1.085127,49.350937
Institut Coeur Poumon,3.034365,50.608440
Centre médico-psychologique - Hôpital de jour,-0.887635,47.673195
Hôpital Intercommunal Bourg-Saint-Andéol-Viviers,4.646781,44.375443
UHSPA,2.646191,46.338764
Centre Hospitalier de Sézanne,3.729298,48.722549
Centre hospitalier de Saint-Flour,3.086112,45.033825
"Bâtiment ""Les mouettes"" de la maison Saint-Luc",-3.992149,48.721146
Centre Pédiatrique des Côtes,2.144571,48.758812
Centre hospitalier Michel Perret,5.488828,45.302650
Centre hospitalier de Provins - Léon Binet,3.303347,48.545048
Domaine des Fossés,-0.437686,45.459118
CMPEA Saint-Brieuc Maria Estrella,-2.744818,48.496025
Centre hospitalier de Domme,1.215502,44.803555
Centre hospitalier de Lodève,3.315810,43.730404
Hôpital Inconnu,-0.816379,46.469139
Hôpital Thermal,-1.051041,43.706276
Centre hospitalier de Mâcon,4.813954,46.315666
Centre hospitalier intercommunal Elbeuf Louviers Val-de-Reuil,1.175727,49.211548
service MPEA,3.843971,43.595627
Centre hospitalier d'Oloron,-0.617052,43.196209
Centre Rhône-Azur,6.069113,44.568130
Hôpital George Sand,5.871419,43.108238
Clinique d'Angoulins,-1.095318,46.099670
Hôpital de Janzé,-1.498129,47.963352
Clinique Pasteur-Lanroze,-4.489481,48.400299
Clinique de la Chênaie,2.914119,50.397602
CMPI /CATTPI de Cluses,6.581411,46.068237
Polyclinique d'Arès,-1.129253,44.753292
Centre hospitalier des Cévennes ardéchoises,4.239361,44.478592
Maison de Santé Mailhol,1.665772,43.478054
Centre Hospitalier de Savenay,-1.938483,47.355999
poste de secours,6.061791,45.642773
Centre hospitalier spécialisé de Bassens,5.939729,45.577469
Hôpital Jean Verdier,2.487972,48.909599
Centre médico-psychologique La Pommeraie,1.948285,48.825863
Centre de Pneumologie de l'Enfant,2.244290,48.835258
26-JDV-RDC-Les Nétumières,-1.205428,48.125954
Hôpital Clémenceau,6.015177,43.132599
Centre hospitalier d'Antibes - Juan-les-Pins,7.118347,43.601475
Clinique La Condamine,4.221073,44.674503
Hôpital privé Nord-Parisien,2.377426,48.980602
Centre d'oncologie et de radiothérapie,-1.144632,46.159424
Vigilans,5.753820,45.184849
Centre hospitalier Aubusson,2.182183,45.960388
Clinique François Chénieux,1.285210,45.812992
Clinique Ker Yonnec,3.124044,48.306015
Hôpital Max Fourestier,2.222279,48.913734
Hôpital de Beaujeu,4.589275,46.153412
Institut Bergonié,-0.580520,44.823753
Centre psychothérapique Camille Claudel,3.240824,43.343975
Centre Hospitalier de Cosne sur Loire,2.927332,47.415565
Unité de Soins Palliatifs La Mirandière,5.108253,47.306240
Consultations Souffrance et Travail,5.753825,45.184898
Clinique du Cabirol - Centre de Rééducation Fonctionnelle,1.328911,43.597435
Centre Médico-Psychologique et Hôpital de Jour,-0.818307,46.469963
Hôpital Inconnu,-0.360206,49.206535
Clinique de Flandre,2.384834,51.004242
Clinique du Golfe Gasso-Saint-Tropez,6.571805,43.249908
Institut national des jeunes sourds,6.216813,49.110668
Centre hospitalier saint Joseph,-1.724702,48.410069
Hôpital Alfred Brard,-3.199202,48.068905
Hôpital Inconnu,6.841943,47.615456
Maison de Famille Château de Chambourcy,2.032915,48.906685
Association Audoise Sociale et Médicale,2.221510,43.055500
CPC La Bastide,5.507981,43.305019
Centre de rééducation fonctionnelle La Rougeville,3.551905,50.372467
Service Hospitalier Frédéric Joliot,2.185727,48.698467
Hôpital Inconnu,1.953186,47.876869
Centre hospitalier Durécu-Lavoisier,1.149731,49.444988
Hôpital Édouard Herriot,4.882622,45.743744
Centre de Biologie-Pathologie,3.031669,50.609261
Clinique Saint-Jean - Sud de France,3.835316,43.570293
Centre Hospitalier de Nogaro,-0.031016,43.757599
Cabinet infirmière Berthe/Le Moal,-2.836261,47.502106
Centre Hospitalier Intercommunal des Andaines - Site de Domfront,-0.658700,48.590950
Centre Médical Lalance,7.291280,47.760975
Centre régional anti-cancer François Baclesse,-0.354452,49.203548
Centre hospitalier de la Risle,0.514899,49.348362
Hôpital Inconnu,6.139448,43.124634
Hôpital Estaing,3.110351,45.785923
Centre Hospitalier Départemental de Bichwiller,7.857041,48.759495
Clinique mutualiste Jean Léon,4.090999,43.560894
Clinique de la Loire,-0.061007,47.246544
Centre Hospitalier de Saint-Nicolas-de-Port,6.300828,48.633324
Polyclinique de la Forêt,2.701519,48.412395
Hôpital gériatrique de Fourvière,4.818340,45.762325
Centre hospitalier de Guise,3.639820,49.902271
Hôpital privé Saint-Martin,-0.380825,49.198193
Maison de santé,6.421120,48.253780
Hôpital Le Montaigu,0.078658,43.083084
Centre Hospitalier Doué-en-Anjou,-0.271591,47.193146
61-JDV-Salle Animation,-1.205424,48.126007
Centre Hospitalier Jacques Monod,-0.540373,48.748936
Hôpital d'Instruction des Armées Percy,2.255644,48.814236
Clinique Montevideo,2.250240,48.841045
Établissement Public de Santé Mentale,2.893051,50.682121
Dieulefit Santé,5.063379,44.532478
Hôpital Inconnu,5.271216,44.277256
Centre hospitalier de Châteaubriant,-1.381561,47.725773
Maison de santé pluriprofessionnelle,3.038754,42.859550
Hôpital du Hasenrain,7.331213,47.733841
Institut régional du Cancer de Montpellier,3.838057,43.644203
Centre médico-psychologique Valréas,4.991206,44.383499
Maison de l'Yvette,2.190091,48.700008
Centre hospitalier intercommunal Redon-Carentoir,-2.079919,47.654301
Clinique mutualiste Catalane,2.875380,42.727398
29-JDV-2ème-Les Rochers côté VAL,-1.205430,48.125984
Centre hospitalier de Meulan-en-Yvelines,1.911514,49.002739
Pôle de psychiatrie pour enfants,7.351003,47.737644
Centre Hospitalier Marc Jacquet,2.671384,48.539131
Clinique Solisana,7.195033,47.915985
EPS Vallée de la Blanche,6.360221,44.352974
Clinique La Ligne Bleue,6.463049,48.199543
Centre hospitalier Bernard des Plas,1.750122,45.954151
Centre hospitalier de Béthune,2.669173,50.514954
Centre hospitalier de Loudun,0.076720,47.011475
Centre d'Exploration Digestive de l'Enfant,2.244449,48.835400
Centre Hospitalier Local du Sud Ouest Mayennais,-0.957954,47.848030
Etablissement Public de Santé Mentale,-0.375222,49.177185
Clinique Jean-le-Bon,-1.059330,43.702023
Centre hospitalier du Centre Bretagne - Centre de rééducation fonctionnelle,-2.597739,48.170593
Centre hospitalier Saint-Nazaire - Site d'Heinlex,-2.270155,47.262920
Hôpital du Pays Dunois,4.305549,46.288624
Hôpitaux du Léman,6.480345,46.359528
Hôpital Central,6.191785,48.684700
Centre hospitalier de Saint-Palais,-1.027047,43.326088
Hôpital privé de Provence,5.437922,43.502007
Elsan Clinique les Lauriers,6.755863,43.435375
Ehpad Pierre Bonhomme,1.722535,44.779362
Hôpital Psychiatrique Gérard Marchant,1.420841,43.559990
Hôpital Inconnu,3.716819,48.516132
Centre Hospitalier Universitaire d'Orléans,1.920662,47.836388
Hôpital de Riez,6.090235,43.818882
Centre hospitalier de Parthenay,-0.220475,46.652588
Hôpital privé Jean Mermoz,4.875909,45.735779
Hôpital Inconnu,0.670585,44.405647
Hôpital Arnaud de Villeneuve,3.849635,43.632187
Clinique Saint-Antoine,3.695141,43.652092
Clinique de la Marche,1.880134,46.178848
Polyclinique d'Hénin-Beaumont,2.949203,50.434593
Centre hospitalier de le Rochefoucaud,0.383286,45.742214
Foyer Saint-Nicolas,3.880583,44.773846
Hôpital de jour de psychiatrie,2.075718,48.898941
Fondation Bon Sauveur,-1.604813,49.601433
Hôpital Départemental de Felleries-Liessies,4.087892,50.136093
Centre SSR La Clauze,2.501646,44.034081
Centre Hospitalier Privas Ardèche,4.583680,44.730465
Centre Clinical,0.202865,45.636726
Centre Hospitalier Intercommunal Lucie et Raymond Aubrac,2.452746,48.721924
Clinique de la Miotte,6.863571,47.643097
Hopital local départemental,6.296321,43.377537
Centre Médical Alfred Leune,1.887494,46.140316
Centre Hospitalier de Briey,5.932279,49.254726
Hervé Laborieux ostéopathe DO,-1.773522,46.537136
Hôpital Inconnu,2.612118,48.803474
Hôpital du Haut-Anjou,-0.700551,47.827175
Hôpital Psychiatrique de Bohars,-4.506370,48.434025
Centre Hospitalier Jean Pagès,0.553497,47.394714
Hôpital Maritime de Berck,1.558763,50.400715
Maison des Adolescents du Calvados,-0.366938,49.187515
Clinique Psychiatrique Joseph Chiron,4.664056,45.242947
Clinique Bon secours,3.888357,45.033543
Clinique Les Sophoras,4.383184,43.855354
Centre de Jour Marie Noël pour Enfants,2.798194,49.404797
Centre traitement ambulatoire intensif,5.753786,45.184937
Clinique Saint-Yves,-1.663315,48.101715
Clinique SMR de Pierrefitte-sur-Seine,2.363491,48.963142
Clinique Les Hauts de Cenon,-0.529739,44.846783
Centre Antoine Lacassagne,7.280681,43.724640
IRM 3T,-0.610283,44.806095
Clinique Aguiléra,-1.538976,43.485481
Pôle santé la Défense,2.227464,48.895489
Clinique Mon Repos,4.784128,45.771988
Clinique Chirurgicale Victor Hugo,2.291014,48.871243
U.S.L.D. Hôpital de Villeneuve-de-Berg,4.501210,44.562485
Clinique du Pic Saint-Loup,3.831893,43.707035
Polyclinique Sainte-Thérèse,3.704090,43.408222
Hôpital Inconnu,4.408689,43.809906
Multipole de Santé de Montagne,6.763815,45.616329
Hôpital Robert Debré,2.402861,48.880009
Clinique de la Jonquière,2.324463,48.892975
Clinique Le Marquisat,1.512410,43.651993
Clinique Océane,-2.775477,47.679691
Hôpital Trousseau,0.711516,47.349865
Clos Saint-Victor,0.666507,47.359577
Centre Hospitalier de Condom,0.378713,43.956017
Centre hospitalier de Vierzon,2.051406,47.227173
"Centre hospitalier ""L'Arlandaz"" d'Albertville-Moûtiers",6.369558,45.668694
Centre Hospitalier de Saint-Pons-de-Thomières,2.753418,43.489853
Hôpital de jour pédopsychiatrie Les Rondeaux,5.050378,47.353142
Centre hospitalier de l’Estran,-1.353013,48.685078
Centre hospitalier de Jonzac,-0.434900,45.439323
Centre de Réadaptation de Lay-Saint-Christophe,6.182660,48.747707
Centre Psychothérapique de l'Ain,5.236166,46.226810
Clinique SSR Le Tillet,2.333390,49.258110
Centre Gérontologique Départemental,5.411591,43.311203
Hôpital Local Claude Déjean de Villeneuve-de-Berg,4.501094,44.560680
Centre hospitalier de Rochefort,-0.963679,45.967056
Foyer Occupationnel Barradis,0.935984,43.967426
Centre hospitalier de Lavaur,1.818098,43.701153
Chénieux Vision,1.282288,45.814514
Clinique Chirurgicale Porte Océane,-1.749453,46.515232
SSR d'Aincourt,1.758430,49.082127
Hôpital de Jour de Chevilly-Larue,2.356963,48.770760
Unités d’hospitalisation complète et accueil familial thérapeutique,6.115708,45.930218
Centre hospitalier universitaire Montpellier - Service mobile d'urgence et de réanimation - Antenne centre hospitalier Lunel,4.131439,43.675159
Clinique Saint-Louis,3.702493,43.932713
Hôpital de Mercy - CHR Metz-Thionville,6.240568,49.083332
Centre hospitalier Bon Sauveur,-3.295155,48.630688
Centre hospitalier de Mauriac,2.339968,45.217628
Hôpital privé Jacques Cartier,2.291912,48.730892
Clinique du Parc,4.859292,45.771645
Centre Hospitalier Départemental - Site de Montaigu,-1.310486,46.968964
Centre Hospitalier de Poligny,5.708267,46.832428
EMPE,0.395680,46.552212
CHU Amiens Sud,2.254015,49.872665
Clinique de l'Yvette,2.303070,48.689499
Centre d'Imagerie Médicale de Fontenay-sous-Bois,2.466765,48.843830
Émile Zola,5.059012,45.051758
Hôpital de Jour Psy Adultes Negreneys Ch Marchant,1.440959,43.619911
Centre de Cure Médicale,2.508548,46.737324
Clinique de la Croix du Sud,1.509440,43.582802
Centre hospitalier de Perpignan,2.889381,42.725636
Centre Hospitalier Jean de Luxembourg,2.986561,50.612614
Centre hospitalier de Ruffec,0.195602,46.028004
Clinique du Tertre Rouge,0.223058,47.964241
Clinique Saint-François,1.697524,46.815395
Centre hospitalier Henri Laborit,0.392873,46.552479
Centre hospitalier de la Côte Basque - Site Cam de Prats,-1.464257,43.484810
Centre hospitalier de Soissons,3.334558,49.370365
Centre hospitalier de La Tour-du-Pin,5.448078,45.570366
Clinique Juge,5.386661,43.273502
Centre hospitalier Geneviève de Gaulle Anthonioz,4.964798,48.656242
Hôpital de Ribérac,0.340049,45.244999
Addictologie Consultations,5.753511,45.184956
Hospital de Cerdanya,1.930093,42.444061
Centre hospitalier de Millau Site de Saint-Côme,3.070661,44.095703
Polyclinique Saint-Laurent,-1.657266,48.137691
Clinique Estela,1.431286,43.556435
Polyclinique Sainte-Marguerite,3.565111,47.812294
Hôpital Reine Hortense,5.916802,45.688995
Hôpital Charles Nicolle,1.109210,49.440144
Hôpital Jean Solinhac,2.760910,44.527615
Centre hospitalier Montimaran,3.254661,43.340084
Hôpital du Vésinet,2.129417,48.881618
Hôpital du Loroux-Bottereau,-1.358335,47.243584
Maison de Santé,2.953364,46.947945
Hôpital Necker Enfants Malades,2.315389,48.845135
Centre hospitalier d'Arles,4.633609,43.657333
Centre Hospitalier Simone Veil,-1.226660,48.122948
Clinique Les Fontaines,2.651440,48.543724
Unité de dialyse de Sens,3.297153,48.196510
Accueil Notre-Dame,-0.055893,43.099072
Centre hospitalier de Chateau-Chinon,3.935029,47.060268
59-JDV-Garage,-1.204848,48.125629
Polyclinique Médipôle Saint-Roch,2.934163,42.691067
Centre hospitalier de Saint-Marcellin,5.322922,45.152794
Clinique de Montévrain,2.760517,48.854214
Clinique Claude Bernard,2.165219,43.930279
Polyclinique de l'Europe,-2.266383,47.252815
Centre hospitalier de Château-Thierry,3.412480,49.052952
Centre Hospitalier,3.433343,50.446686
Clinique Tous Vents,0.543472,49.518944
Centre hospitalier de Luzy-Dufeillant,5.060745,45.340839
Pôle santé,0.745403,49.618786
Hôpital de Joinville,5.137874,48.439022
Centre hospitalier de Gaillac,1.888164,43.901772
USLD du CH de Saint-Flour,3.067132,45.029484
Institut ophtalmique,3.277506,50.359837
Clinique de Clémentville,3.851898,43.612923
Hôpital du Val de Grâce,2.342974,48.839535
CH de Crest,5.021884,44.730118
Centre SAMU/SMUR et CESU 67,7.705163,48.584518
Groupement Hospitalier Intercommunal du Vexin - Site de Magny,1.784469,49.155109
Centre hospitalier intercommunal des Alpes du Sud,5.943805,44.192947
Centre hospitalier de l’estran,-1.538596,48.914593
Centre hospitalier intercommunal de Cornouaille,-4.095715,47.986088
Clinique Victor Hugo,0.177527,48.018055
Cabinet paramédical du Jardin des Plantes,1.073205,49.420795
Hôpital Léon Bérard,6.116930,43.087204
Centre Jean-Pierre Cartereau - Pole de psychiatrie,3.597023,43.422668
Centre Medico Psychologique Adultes de Sallanches,6.634219,45.940666
Hôpital privé de Parly 2 Le Chesnay,2.119807,48.829868
Centre Hospitalier de Gisors - Pôle Sanitaire du Vexin,1.759023,49.281124
Hôpital Inconnu,3.856548,43.958935
Clinique Arago,2.310474,48.828892
Hôpital-clinique Claude Bernard,6.209456,49.114101
Hôpital de Bort-les-Orgues,2.497629,45.392654
Hôpital Pierre Rouquès - Les Bluets,2.406351,48.842964
EMAS,6.407588,46.083221
Centre hospitalier du Tonnerrois,3.979288,47.856121
Polyclinique du Beaujolais,4.707866,46.011436
Etablissement Public de Santé de Lomagne,0.659527,43.857239
CMSI Cherbourg,-1.597458,49.603302
Hôpital de jour,-4.339461,48.560825
Hôpital Bretonneau,2.330590,48.889999
Hôpital Georges Clemenceau,2.432149,48.521225
Centre hospitalier Guy Thomas,3.112687,45.888710
Centre hospitalier spécialisé Édouard Toulouse,5.360474,43.381042
Hôpital Inconnu,1.872390,47.916428
Centre de soins médicaux et de réadaptation - Le Vallespir,2.832573,42.513359
Clinique Font Redonde,2.037061,44.606106
Centre hospitalier de la Ciotat,5.609512,43.179802
Hôpital de Saint-Jean-de-Luz,-1.653412,43.392853
Centre hospitalier de Condat-en-Feniers,2.752804,45.341125
MAISON DE SANTE PLURIPROFESSIONNELLE 6FOURSANTE,5.814285,43.106049
Hôpital Inconnu,3.323297,46.569904
Hopital Local,-0.430706,47.233944
Centre hospitalier de Roubaix,3.172847,50.679810
Centre Hospitalier Saint-Junien Roland Mazoin,0.897629,45.889446
Grain de Sable,-4.339490,48.560955
Hôpital Inconnu,-0.572961,44.815891
Hôpital Saint-Joseph,7.026969,48.998169
Hôpitaux Drôme-Nord - Site de Saint-Vallier,4.822145,45.170536
clinique Ste Barbe,7.735455,48.581608
Hôpital de jour petite enfance Bleu Soleil,6.466192,46.368534
Hôpital Saint-Vincent de Paul,3.077199,50.620087
Hôpital des Enfants,1.403213,43.609669
Centre Hospitalier de Gonesse,2.449271,48.991898
Centre Hospitalier Guillaume Régnier,-1.651974,48.112694
Hopital psychiatrique Henri Ey,1.387126,48.179085
Maison médicale,4.742572,45.890038
Clinique de la Sauvegarde,4.786598,45.788128
Croix-Rouge française USSR Migennes,3.510941,47.964417
Hôpital Inconnu,6.078650,44.559715
Hôpital Pierre Janet,0.122825,49.501495
Centre Mutualiste de Réadaptation Fonctionnelle,2.134336,43.926258
Centre hospitalier d'Alençon,0.084374,48.425613
Hôpital Albert Schweitzer,7.364831,48.063618
Hôpital d'Instruction des Armées Clermont-Tonnerre,-4.495052,48.392632
Hôpital neurologique Pierre Wertheimer,4.898754,45.748989
Centre hospitalier de Bigorre - La Gespe,0.056111,43.220757
Centre hospitalier de Vesoul,6.139522,47.636486
CHU Nord de Grenoble,5.745274,45.200497
Centre hospitalier de Bourbonne-les-Bains,5.744685,47.953648
Centre hospitalier de Guervénan,-3.734253,48.521839
Hôpital de jour Pédopsychiatrie,-2.243218,47.257500
Centre hospitalier Saint-Nazaire,-2.257353,47.267143
Hôpital privé de l'Estuaire,0.100666,49.529041
Centre hospitalier privé Saint-Grégoire,-1.687436,48.144638
Centre Hospitalier Louis Pasteur,5.472651,47.082726
Centre Esquirol,-0.351307,49.206333
Centre Hospitalier Spécialisé de Clairefontaine,6.082793,47.857410
Centre hospitalier de Denain,3.393850,50.328701
Hôpital Morvan,-4.486525,48.394257
Centre hospitalier Henri Guérin,6.148384,43.234100
Clinique Cardiologique,-0.326498,43.277908
Centre hospitalier Émile Durkheim,6.431567,48.194027
Hôpital des Prés Bosgers,-1.866377,48.683228
Centre hospitalier Loire Vendée Océan,-1.820973,46.995434
Centre hospitalier Montpensier,4.771429,45.940865
Les Jardins de Sophia,3.909882,43.624138
Centre hospitalier Jules Doitteau,-0.282939,48.341656
Centre hospitalier de Cadillac - Unité pour Malades Difficiles,-0.310719,44.634972
Hôpital Inconnu,1.733728,43.411598
Clinique du Parc,4.367402,45.477749
Centre hospitalier de Montereau,2.952414,48.383255
Hôpital du Creusot - Site Harfleur,4.452911,46.796909
Hopital Beaujon,2.310422,48.908134
Hôpitlal de Sault,5.416796,44.094128
Cabinet médical,-5.096331,48.457176
Centre hospitalier du Belvédère,1.081760,49.459007
Hôpital Simone Veil - Site de Montmorency,2.317419,48.986504
GHU Paris Psychiatrie & neurosciences - site Sainte-Anne,2.339131,48.828590
Centre soins et suite de réadaptation SAMDO La Pomarède,4.020431,44.212219
Centre hospitalier de Bigorre - L'Ayguerote,0.066313,43.234528
Salle Polyvalente CH Mémorial St Lô,-1.107365,49.106190
Hôpital clinique du Pays des Hautes Falaises,0.386477,49.744202
Centre hospitalier de Langres,5.336797,47.867001
Centre hospitalier Saint-Joseph Saint-Luc,4.835898,45.749638
Centre hospitalier de Valence,4.905365,44.913517
Hôpital local Résidence du Vallon,2.474408,44.451496
Hôpital de Jour pour Enfants,2.402814,48.874722
Hôpital de l'Est Parisien,2.496545,48.928848
Etablissement Public de Santé Roger Prévot,2.338961,49.050297
Centre hospitalier de Tulle - Cœur de Corrèze,1.770899,45.270874
Hôpital Inconnu,6.190461,49.105232
Centre hospitalier de Bastia,9.427386,42.681583
Centre Catalan d'Oncologie,2.864354,42.695465
Polyclinique du Parc,3.551108,50.373470
Hopital,2.094478,49.064320
Médipôle Garonne,1.423695,43.563938
Cabinet Infermier & Cabinet Pédicurie - Podologie,4.049988,49.260990
Clinique Pasteur,4.882407,44.934406
Hôpital du Creusot - Site Foch,4.448520,46.804123
Centre Cardiologique d'Évecquemont,1.937542,49.010540
Arnault Tzanck Mougins,7.011645,43.609200
Centre Hospitalier Aunay-Bayeux,-0.701254,49.274891
Clinique Les Grands Chênes,-0.623711,44.853584
PASS,-0.346608,43.325928
Centre hospitalier Pôle santé de Lunel,4.125275,43.665112
Site des Gadeaux,2.433283,47.084942
Association Pour Adultes et Jeunes Handicapés,-1.143129,46.151081
Hôpital Garderose,-0.226663,44.897144
Clinique du Relais,1.354244,44.488480
Hôpital Saint-Jacques,6.721782,48.813797
Clinique de l'Union,1.510655,43.651447
Centre Jean Chanton,7.302919,44.013672
Monastère Saint-Paul de Mausole,4.834551,43.777718
Centre du Voyage International,-1.558127,47.210075
Clinique Saint-Joseph,0.075947,48.428650
Centre Médical Nicolas de Pontoux,4.853835,46.798046
Centre hospitalier de la Dracénie,6.445145,43.549416
